,BSA,Km,Loss,Noise,Protein Conc,Protein Vol,Time,Vmax,R^2
0,0.10000000000000003,30.874462127685547,0.0008125901222229004,0.034324936100721445,10.0,23.63636363636364,18:56:54,0.13956254720687866,0.9991874098777771
1,0.10000000000000003,232.05970764160156,0.0117950439453125,0.15461558471323888,10.0,23.63636363636364,19:03:19,0.011087778955698013,0.9882049560546875
2,0.10000000000000003,29.299470901489258,0.0007174015045166016,0.02393047973247319,10.0,23.63636363636364,20:05:07,0.12224721908569336,0.9992825984954834
3,0.10000000000000003,150.1060028076172,0.01314842700958252,0.11047946626939517,10.0,23.63636363636364,20:22:52,0.01192175131291151,0.9868515729904175
4,0.10000000000000003,41.842132568359375,0.0005781054496765137,0.009996146864705773,10.0,23.63636363636364,18:56:54,0.12721651792526245,0.9994218945503235
5,0.10000000000000003,37.321434020996094,0.0006480813026428223,0.007777364419935126,10.0,23.63636363636364,19:03:19,0.11520826071500778,0.9993519186973572
6,0.10000000000000003,39.269222259521484,0.0005578994750976562,0.008569011536622661,10.0,23.63636363636364,20:05:07,0.11872643232345581,0.9994421005249023
7,0.10000000000000003,35.96583557128906,0.0006426572799682617,0.007631281982255476,10.0,23.63636363636364,20:22:52,0.11019545793533325,0.9993573427200317
8,0.10000000000000003,19.168336868286133,0.0009546875953674316,0.007980163946563914,16.363636363636363,30.0,18:56:54,0.16342201828956604,0.9990453124046326
9,0.10000000000000003,4.969876289367676,0.0007836222648620605,0.04993904559025233,16.363636363636363,30.0,19:03:19,0.15456083416938782,0.9992163777351379
10,0.10000000000000003,19.227813720703125,0.000916600227355957,0.009121317823831195,16.363636363636363,30.0,20:05:07,0.15382125973701477,0.999083399772644
11,0.10000000000000003,4.741241931915283,0.0008096694946289062,0.08195285356868634,16.363636363636363,30.0,20:22:52,0.15694662928581238,0.9991903305053711
12,0.10000000000000003,24.201120376586914,0.0011090636253356934,0.009710323246874666,16.363636363636363,30.0,18:56:54,0.14112821221351624,0.9988909363746643
13,0.10000000000000003,2.8516290187835693,0.0014188885688781738,0.03451630535489815,16.363636363636363,30.0,19:03:19,0.18860870599746704,0.9985811114311218
14,0.10000000000000003,26.645282745361328,0.00109022855758667,0.005827612727840865,16.363636363636363,30.0,20:05:07,0.14344701170921326,0.9989097714424133
15,0.10000000000000003,2.2812716960906982,0.0014166831970214844,0.040877280739283414,16.363636363636363,30.0,20:22:52,0.16834913194179535,0.9985833168029785
16,0.390909090909091,18.98428726196289,0.0006513595581054688,0.009860755241048118,10.0,30.0,18:56:54,0.11445754766464233,0.9993486404418945
17,0.390909090909091,1.553735613822937,0.0004470944404602051,0.0934706201167696,10.0,30.0,19:03:19,0.08727951347827911,0.9995529055595398
18,0.390909090909091,20.81082534790039,0.0006417036056518555,0.00921141776037465,10.0,30.0,20:05:07,0.10676306486129761,0.9993582963943481
19,0.390909090909091,1.7421884536743164,0.00045377016067504883,0.08811859797014306,10.0,30.0,20:22:52,0.08913265913724899,0.999546229839325
20,0.390909090909091,38.5289192199707,0.0007146000862121582,0.0054927836182556145,10.0,30.0,18:56:54,0.13428504765033722,0.9992853999137878
21,0.390909090909091,43.23952102661133,0.0006129741668701172,0.0024040372252519915,10.0,30.0,19:03:19,0.12312295287847519,0.9993870258331299
22,0.390909090909091,38.62050247192383,0.0007215738296508789,0.005635909934604925,10.0,30.0,20:05:07,0.13012924790382385,0.9992784261703491
23,0.390909090909091,43.242774963378906,0.0006126761436462402,0.0023179833450957038,10.0,30.0,20:22:52,0.12109209597110748,0.9993873238563538
24,0.5,72.72361755371094,0.0003628730773925781,0.0057914037846344135,10.0,20.0,18:56:54,0.07498226314783096,0.9996371269226074
25,0.5,111.07018280029297,0.01681971549987793,0.03626808386266124,10.0,20.0,19:03:19,0.06008843332529068,0.9831802845001221
26,0.5,68.72129821777344,0.00035381317138671875,0.00630106055131029,10.0,20.0,20:05:07,0.07112390547990799,0.9996461868286133
27,0.5,-9.562172889709473,0.01242285966873169,0.034354072038361265,10.0,20.0,20:22:52,0.024025773629546165,0.9875771403312683
28,0.5,85.1302490234375,0.0002446770668029785,0.004389076443311186,10.0,20.0,18:56:54,0.09892202168703079,0.999755322933197
29,0.5,85.71710205078125,0.00021767616271972656,0.0022399320445461728,10.0,20.0,19:03:19,0.09524016082286835,0.9997823238372803
30,0.5,81.74315643310547,0.00023406744003295898,0.006217293616106267,10.0,20.0,20:05:07,0.09338638931512833,0.999765932559967
31,0.5,85.8495864868164,0.00019860267639160156,0.0024122621610669047,10.0,20.0,20:22:52,0.08803987503051758,0.9998013973236084
32,0.10000000000000003,26.21785545349121,0.0004998445510864258,0.005489919954161975,20.0,20.0,18:56:54,0.08437225222587585,0.9995001554489136
33,0.10000000000000003,14.075265884399414,0.4709864854812622,0.04838245802734194,20.0,20.0,19:03:19,-0.11340013146400452,0.5290135145187378
34,0.10000000000000003,25.453144073486328,0.0004495382308959961,0.004187225287169352,20.0,20.0,20:05:07,0.0775274857878685,0.999550461769104
35,0.10000000000000003,0.3545551896095276,0.0008278489112854004,0.04443284172747043,20.0,20.0,20:22:52,0.02677944302558899,0.9991721510887146
36,0.10000000000000003,45.4525146484375,0.00044476985931396484,0.0054224805336233715,20.0,20.0,18:56:54,0.09457417577505112,0.999555230140686
37,0.10000000000000003,43.96602249145508,0.00045043230056762695,0.0021670469932057223,20.0,20.0,19:03:19,0.09540554881095886,0.9995495676994324
38,0.10000000000000003,45.17295837402344,0.00042510032653808594,0.0011089723007266775,20.0,20.0,20:05:07,0.08931052684783936,0.9995748996734619
39,0.10000000000000003,42.91913604736328,0.00042504072189331055,0.0010428656552704156,20.0,20.0,20:22:52,0.08945917338132858,0.9995749592781067
40,0.5,55.944766998291016,0.0007191300392150879,0.009863576136068641,20.0,30.0,18:56:54,0.1499536633491516,0.9992808699607849
41,0.5,1.2499299049377441,0.0007013678550720215,0.08326990556874962,20.0,30.0,19:03:19,0.10051922500133514,0.999298632144928
42,0.5,50.95096969604492,0.0007249712944030762,0.00972506874904462,20.0,30.0,20:05:07,0.14185172319412231,0.9992750287055969
43,0.5,1.3679615259170532,0.0006616711616516113,0.08046246716938381,20.0,30.0,20:22:52,0.0976112112402916,0.9993383288383484
44,0.5,2.110471487045288,0.0008189678192138672,0.03075563473435118,20.0,30.0,18:56:54,0.09093328565359116,0.9991810321807861
45,0.5,93.77825164794922,0.00038689374923706055,0.004362218241538861,20.0,30.0,19:03:19,0.1654588282108307,0.9996131062507629
46,0.5,1.4288016557693481,0.0006315708160400391,0.02767542961994107,20.0,30.0,20:05:07,0.08526528626680374,0.99936842918396
47,0.5,89.9063720703125,0.00042182207107543945,0.0039845061869790335,20.0,30.0,20:22:52,0.1603691428899765,0.9995781779289246
48,0.5,25.570331573486328,0.0006322860717773438,0.007988376896436899,14.545454545454547,25.45454545454545,18:56:54,0.11872053891420364,0.9993677139282227
49,0.5,0.9203107357025146,0.0011008977890014648,0.07070297142824002,14.545454545454547,25.45454545454545,19:03:19,0.08231918513774872,0.9988991022109985
50,0.5,24.329885482788086,0.0005763769149780273,0.008571536415719758,14.545454545454547,25.45454545454545,20:05:07,0.11108523607254028,0.999423623085022
51,0.5,-111.35533905029297,0.05854463577270508,0.06689686546379973,14.545454545454547,25.45454545454545,20:22:52,0.013505465351045132,0.9414553642272949
52,0.5,121.33775329589844,0.00016635656356811523,0.005332901994170345,14.545454545454547,25.45454545454545,18:56:54,0.1351359337568283,0.9998336434364319
53,0.5,75.11719512939453,0.0005208253860473633,0.001557296457045967,14.545454545454547,25.45454545454545,19:03:19,0.13613858819007874,0.9994791746139526
54,0.5,121.32957458496094,0.00015795230865478516,0.005650935215904119,14.545454545454547,25.45454545454545,20:05:07,0.12946000695228577,0.9998420476913452
55,0.5,75.81922149658203,0.0005033016204833984,0.0035486831937372766,14.545454545454547,25.45454545454545,20:22:52,0.1313018500804901,0.9994966983795166
56,0.5,15.474973678588867,0.0004145503044128418,0.007603709863714537,20.0,20.0,18:56:54,0.08820543438196182,0.9995854496955872
57,0.5,17.309263229370117,0.00020766258239746094,0.04979239518488512,20.0,20.0,19:03:19,0.06685817241668701,0.9997923374176025
58,0.5,15.504128456115723,0.0003833174705505371,0.009101870405101336,20.0,20.0,20:05:07,0.08233457803726196,0.9996166825294495
59,0.5,15.012750625610352,0.00021576881408691406,0.051256059471750395,20.0,20.0,20:22:52,0.061688631772994995,0.9997842311859131
60,0.5,118.71392059326172,0.00013822317123413086,0.0024417824533399875,20.0,20.0,18:56:54,0.10231594741344452,0.9998617768287659
61,0.5,95.97286224365234,0.00022423267364501953,0.0010938496960071408,20.0,20.0,19:03:19,0.09458145499229431,0.999775767326355
62,0.5,115.41685485839844,0.0001475811004638672,0.002670201364075617,20.0,20.0,20:05:07,0.09746812283992767,0.9998524188995361
63,0.5,91.76988983154297,0.0002295374870300293,0.0007024839582765308,20.0,20.0,20:22:52,0.08900097757577896,0.99977046251297
64,0.2454545454545455,0.40461400151252747,0.0013966560363769531,0.040697108148997165,13.636363636363635,20.0,18:56:54,0.03771830350160599,0.998603343963623
65,0.2454545454545455,14.900209426879883,0.0001806020736694336,0.05860976725960821,13.636363636363635,20.0,19:03:19,0.0511663518846035,0.9998193979263306
66,0.2454545454545455,100.1645736694336,0.014570236206054688,0.03893116041785401,13.636363636363635,20.0,20:05:07,0.05509248003363609,0.9854297637939453
67,0.2454545454545455,16.012908935546875,0.0001818537712097168,0.054973757076179706,13.636363636363635,20.0,20:22:52,0.05046162009239197,0.9998181462287903
68,0.2454545454545455,54.16482162475586,0.0004134178161621094,0.002161638669960954,13.636363636363635,20.0,18:56:54,0.11069447547197342,0.9995865821838379
69,0.2454545454545455,63.25413131713867,0.0003160238265991211,0.00517408527208866,13.636363636363635,20.0,19:03:19,0.10052978992462158,0.9996839761734009
70,0.2454545454545455,52.7027587890625,0.0004063248634338379,0.0015966989881507753,13.636363636363635,20.0,20:05:07,0.10311820358037949,0.9995936751365662
71,0.2454545454545455,63.337825775146484,0.000296175479888916,0.004479641320145252,13.636363636363635,20.0,20:22:52,0.09557979553937912,0.9997038245201111
72,0.2454545454545455,0.6861559748649597,0.0012114644050598145,0.0741629518525466,20.0,26.363636363636363,18:56:54,0.08109002560377121,0.9987885355949402
73,0.2454545454545455,18.675704956054688,0.0004749894142150879,0.0959057129644813,20.0,26.363636363636363,19:03:19,0.12264566868543625,0.9995250105857849
74,0.2454545454545455,-109.50773620605469,0.05956101417541504,0.07207689086444449,20.0,26.363636363636363,20:05:07,0.014538290910422802,0.940438985824585
75,0.2454545454545455,18.399080276489258,0.0004780292510986328,0.08958935574522324,20.0,26.363636363636363,20:22:52,0.11888838559389114,0.9995219707489014
76,0.2454545454545455,54.661014556884766,0.0005933642387390137,0.005674326966347386,20.0,26.363636363636363,18:56:54,0.15806011855602264,0.999406635761261
77,0.2454545454545455,51.83347702026367,0.0006700754165649414,0.00418458845521973,20.0,26.363636363636363,19:03:19,0.1529456377029419,0.9993299245834351
78,0.2454545454545455,55.5966911315918,0.0005638599395751953,0.004321271914158846,20.0,26.363636363636363,20:05:07,0.1518631875514984,0.9994361400604248
79,0.2454545454545455,51.51483917236328,0.0006575584411621094,0.002824884338170555,20.0,26.363636363636363,20:22:52,0.14874327182769775,0.9993424415588379
